ID,Customer_ID,Name,Age,SSN,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x11e4a,CUS_0x66e5,Jamesi,20,932-28-3481,Media_Manager,71892.94,5,7,18,3,"Debt Consolidation Loan, Mortgage Loan, and Personal Loan",26,7,7,1025.88,40.68113085,14 Years and 11 Months,Yes,149.9629058,151.3297782,High_spent_Large_value_payments,539.4151494,Standard
0x11e56,CUS_0x6088,Ermana,41,617-51-1535,Developer,18668.09,7,6,29,5,"Payday Loan, Home Equity Loan, Student Loan, Mortgage Loan, and Mortgage Loan",17,15,4,2347.06,24.09955847,6 Years and 2 Months,Yes,72.98938875,178.7583308,Low_spent_Medium_value_payments,201.8196971,Poor
0x11e62,CUS_0x98f5,,31,078-09-2980,Accountant,30000.82_,8,7,32,5,"Not Specified, Credit-Builder Loan, Payday Loan, Mortgage Loan, and Home Equity Loan",6,13,,1395.17,30.5913767,5 Years and 7 Months,Yes,80.47769164,43.03514839,High_spent_Medium_value_payments,347.7939933,Poor
0x11e6e,CUS_0x9533,Sakariq,39,596-51-3326,Media_Manager,136812.04,2,6,12,2,"Mortgage Loan, and Not Specified",15,1_,1,793.87,39.62893514,28 Years and 2 Months,No,165.4837962,505.632114,Low_spent_Small_value_payments,776.0844231,Good
0x11e7a,CUS_0xc10,Frankelx,18,643-78-7692,Teacher,127464.8,7,4,14,1,Home Equity Loan,26,17,0,917.37,27.15599402,18 Years and 3 Months,Yes,85.26475732,240.4684295,High_spent_Small_value_payments,991.4734798,Standard
0x11e86,CUS_0x9081,Ricks,21,008-89-2880,Scientist,71507.36,8,6,20,1,Not Specified,23,15,4,1223,36.13659698,15 Years and 7 Months,NM,50.18137687,56.07775876,High_spent_Large_value_payments,741.035531,Standard
0x11e92,CUS_0x1db4,Malones,37,218-60-8559,Mechanic,116798.36,8,7,7,4,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",13,16,0,1399.73,26.33583721,26 Years and 1 Months,Yes,54118,127.3716547,High_spent_Large_value_payments,847.6313956,Standard
0x11e9e,CUS_0x3fcf,Pedro dau,33_,204-93-4852,Mechanic,71565.54,8,5,10,3,"Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",13,17,3,655.05,28.61259641,21 Years and 7 Months,No,140.5834784,568.7679695,Low_spent_Medium_value_payments,186.8280521,Good
0x11eaa,CUS_0x7837,Kerbere,43,051-86-5042,_______,33343.64_,7,10,23,6,"Home Equity Loan, Personal Loan, Payday Loan, Payday Loan, Auto Loan, and Home Equity Loan",44,25,12,4997.1,31.33388054,0 Years and 2 Months,Yes,88.36118164,354.9274041,Low_spent_Small_value_payments,150.975081,Poor
0x11eb6,CUS_0x3102,Ryan Vlastelicad,42,124-41-1150,Manager,40612.16,3,4,9,0,,6,11,4,314.79,33.81112071,NA,No,0,46.39007438,High_spent_Large_value_payments,553.5445923,Good
0x11ec2,CUS_0x2cab,,40,245-98-9656,Architect,58651.88,9,8,26,-100,"Payday Loan, and Auto Loan",53,23,6,1760.86,27.63103494,6 Years and 4 Months,Yes,79.91358365,240.9653107,Low_spent_Medium_value_payments,421.2867724,Poor
0x11ece,CUS_0xa347,Liana B.o,19,423-71-7489,Lawyer,17585.29,7,7,33,5,"Personal Loan, Personal Loan, Personal Loan, Mortgage Loan, and Credit-Builder Loan",28,10,12,2559.02,28.19026603,8 Years and 3 Months,Yes,44.78245156,105.666391,Low_spent_Small_value_payments,296.6952408,Poor
0x11eda,CUS_0x42a5,Kathy Finnc,45,013-16-5858,Manager,15191.03,6,6,20,5,"Not Specified, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Payday Loan",30,8,11,1424.06,26.5925045,16 Years and 2 Months,NM,48.6266581,135.3799595,Low_spent_Small_value_payments,258.3852991,Poor
0x11ee6,CUS_0x604,Emily Stephensonm,16,962-03-7975,_______,65984.28,8,3,24,4_,"Personal Loan, Payday Loan, Home Equity Loan, and Auto Loan",15,19,12,1377.35,38.97210326,8 Years and 11 Months,Yes,169.7972369,,High_spent_Small_value_payments,382.813939,Poor
0x11ef2,CUS_0x3a57,Klaymans,39,058-04-9742,Teacher,83418.18,0,4,6,1,Personal Loan,17,,1,972.51,29.65367791,29 Years and 9 Months,No,59.5838808,213.9592824,High_spent_Medium_value_payments,687.8083368,Standard
0x11efe,CUS_0x5128,Moonz,14,273-66-6843,_______,36471.78,4,4,9,4,"Debt Consolidation Loan, Mortgage Loan, Payday Loan, and Debt Consolidation Loan",24,11,8,514.68,37.96891413,NA,Yes,87.05268918,59.15929617,High_spent_Medium_value_payments,415.8195147,Standard
0x11f0a,CUS_0x68df,Albertoi,39,590-17-1966,Developer,20422.48,5,7,5,0,,26,11,1,1420.58,40.62693393,32 Years and 1 Months,Yes,0,__10000__,Low_spent_Small_value_payments,279.8002752,Standard
0x11f16,CUS_0x7341,Mirnaj,36,227-87-8495,Journalist,16633.78,5,3,10,3,"Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",11,6,1,110.89,35.72676044,21 Years and 1 Months,No,40.15058774,147.6462906,Low_spent_Medium_value_payments,253.517955,Good
0x11f22,CUS_0x88b6,Natep,31,978-01-9354,Journalist,93256.68,5,7,19,1,Credit-Builder Loan,25,17,5,1125.67,32.80699273,NA,Yes,69.62122211,317.2628475,!@9#%8,672.8549304,Standard
0x11f2e,CUS_0x7e02,Alexeie,38,971-95-2589,Lawyer,68131.8,7,10,19,7,"Payday Loan, Credit-Builder Loan, Student Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, and Not Specified",17,17,12,4100.98,35.32149218,3 Years and 10 Months,Yes,263.0630388,299.356897,Low_spent_Small_value_payments,307.7450643,Standard
0x11f3a,CUS_0x7aba,Ratnajyoti Duttac,16,095-35-2056,Journalist,31136.8,4,7,18,4_,"Student Loan, Mortgage Loan, Credit-Builder Loan, and Not Specified",7,17,7,930.08,39.08963306,32 Years and 2 Months,Yes,88.99986636,224.5951365,Low_spent_Small_value_payments,237.6783305,Standard
0x11f46,CUS_0xa520,Toniw,35,861-14-7221,Musician,38555.62,2,3,4,4,"Not Specified, Not Specified, Home Equity Loan, and Student Loan",1,8,,353.25,28.68220941,19 Years and 10 Months,No,75.80655421,91.42477582,Low_spent_Large_value_payments,432.0655033,Standard
0x11f52,CUS_0x3bbe,Neilp,29,017-53-1609,Lawyer,102215.61,2,5,10,1,Mortgage Loan,6,5,3,79.67,37.68402099,30 Years and 2 Months,No,60.56736079,60.9714669,High_spent_Large_value_payments,966.7579223,Good
0x11f5e,CUS_0xc6c7,Marshz,52,367-39-2487,Manager,85498.65,3,3,14,3,"Not Specified, Mortgage Loan, and Credit-Builder Loan",9,16,2,397.93,37.6321413,16 Years and 7 Months,Yes,151.7952771,413.0897818,Low_spent_Large_value_payments,436.5036911,Standard
0x11f6a,CUS_0x8d60,,33,296-94-3235,_______,15330.755,3,5,15,1,Auto Loan,31,15,7,1055.32,38.09995494,12 Years and 3 Months,Yes,12.49941028,42.81199781,High_spent_Small_value_payments,313.6448836,Standard
0x11f76,CUS_0x3c95,Tomv,53,655-62-7433,Developer,138806.88,6,6,8,0,,11,9,1,448.22,39.21214039,32 Years and 7 Months,Yes,0,247.6051154,High_spent_Large_value_payments,1158.518885,Standard
0x11f82,CUS_0x806c,Timh,40,944-68-1538,Entrepreneur,61228.6,10,7,33,4,"Student Loan, Payday Loan, Payday Loan, and Payday Loan",29,18,12,2321.1,33.42165703,NA,NM,108.993644,171.7078531,Low_spent_Large_value_payments,476.9368361,Poor
0x11f8e,CUS_0x47fe,Egenterq,21,740-19-9586,Teacher,7085.39,9,7,16,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Student Loan, Personal Loan, and Credit-Builder Loan",51,21,8,3988.68,24.18403848,13 Years and 1 Months,Yes,25.98910998,45.83405261,Low_spent_Medium_value_payments,275.0217541,Poor
0x11f9a,CUS_0xa973,Stevenp,20,793-25-6763,_______,20638.155,2,5,4,0,,19,0,2,1348.17,39.27495988,27 Years and 1 Months,No,0,190.7995724,!@9#%8,280.7850526,Poor
0x11fa6,CUS_0x689b,Soyoung Kimu,22,915-45-3725,Mechanic,20336.52,4,5,19,-100,"Personal Loan, Auto Loan, Auto Loan, Student Loan, and Personal Loan",25,16,5,1398.96,32.92076711,14 Years and 10 Months,Yes,59.6606957,50.27796012,High_spent_Medium_value_payments,298.8323442,Standard
0x11fb2,CUS_0x4973,Marcuss,43,128-30-2776,Teacher,12291.445,5,5,6,3,"Payday Loan, Credit-Builder Loan, and Home Equity Loan",30,15,4,1257.59,39.47089168,21 Years and 2 Months,Yes,21.86769179,91.93635931,Low_spent_Small_value_payments,268.5246572,Standard
0x11fbe,CUS_0xadb2,Victorh,41,807-07-8104,Architect,142001.12,7,3,20,2,"Not Specified, and Payday Loan",20,15,8,275.6,40.98374216,13 Years and 4 Months,Yes,207.5868011,303.1318472,High_spent_Large_value_payments,929.5240184,Standard
0x11fca,CUS_0x3a41,Tim McLaughlink,42,745-44-6523,Musician,63473.68,0,4,6,0,,6,7,0,622.68,33.23230952,22 Years and 9 Months,No,0,__10000__,Low_spent_Small_value_payments,454.979761,Good
0x11fd6,CUS_0x2c10,Erin Geigerm,32,561-72-0012,_______,51715.68,8,8,15,7_,"Home Equity Loan, Not Specified, Personal Loan, Personal Loan, Student Loan, Auto Loan, and Personal Loan",27,27,11,3812.9,36.53179416,7 Years and 11 Months,Yes,74203,88.56876258,High_spent_Medium_value_payments,445.8772906,Standard
0x11fe2,CUS_0x805b,LaCapraz,45,511-47-4198,Journalist,37618.3,4,7,3,3,"Credit-Builder Loan, Credit-Builder Loan, and Debt Consolidation Loan",10,5,1192,821.6,36.97934215,NA,No,79.93901796,22.23313354,!@9#%8,466.4136818,Good
0x11fee,CUS_0x86f4,Ryanb,19,#F%$D@*&8,Architect,59923.89_,10,10,15,2,"Not Specified, and Payday Loan",54,14,10,2497.36,29.24166485,18 Years and 1 Months,Yes,94.81682821,98.90563894,High_spent_Small_value_payments,544.6432828,Poor
0x11ffa,CUS_0x82d,Phil Wahbas,25,678-05-1602,Scientist,8167.74,9,10,19,5,"Personal Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, and Student Loan",39,17,9,4335.7,39.04899843,7 Years and 10 Months,Yes,23.12936388,29.36413198,Low_spent_Small_value_payments,314.6710041,Standard
0x12006,CUS_0x5129,Tetsushiv,31,041-56-2811,Scientist,57150.74,4,4,18,1,Personal Loan,12,20,7,438.69,26.82626749,6 Years and 2 Months,Yes,24.21929847,440.1254389,Low_spent_Small_value_payments,312.0114293,Standard
0x12012,CUS_0x61ec,Soyoungj,22,164-25-3351,Teacher,8749.465,6,9,33,7,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Not Specified, and Debt Consolidation Loan",16,24,8,4676.17,35.65918367,10 Years and 5 Months,Yes,31.03484318,62.45662041,Low_spent_Small_value_payments,255.0207447,Standard
0x1201e,CUS_0x15da,Lynch Emilyy,24,283-09-7565,Doctor,127014.28,7,6,14,3,"Payday Loan, Student Loan, and Not Specified",28,15,6,245.63,41.09270024,8 Years and 8 Months,Yes,215.3848503,537.4076987,High_spent_Small_value_payments,594.2597843,Standard
0x1202a,CUS_0x7955,Caroline Valetkevitchr,32,294-52-2292,Entrepreneur,13037701,0,4,3,0,,14,-2,152,1056.56,31.54959812,15 Years and 7 Months,NM,0,380.8106381,Low_spent_Small_value_payments,245.5791119,Standard
0x12036,CUS_0x6d04,Aditi Shahz,21,837-11-4072,Scientist,20734.2,5,6,2,3,"Mortgage Loan, Auto Loan, and Auto Loan",10,1,0,139.77,30.06340935,NA,No,32.92147168,93.07906393,Low_spent_Small_value_payments,361.0844644,Good
0x12042,CUS_0x105c,Lopezz,54,998-18-7252,Journalist,127617.6,0,4,5,3,"Not Specified, Mortgage Loan, and Payday Loan",6,6,0,542.91,29.43319581,23 Years and 9 Months,No,211.054606,120.6030707,High_spent_Medium_value_payments,978.0223233,Standard
0x1204e,CUS_0x6083,Jant,35,018-04-5329,Lawyer,17572.045,5,5,1,4,"Credit-Builder Loan, Home Equity Loan, Auto Loan, and Payday Loan",2,4,1,109.83,38.97816069,28 Years and 5 Months,No,31.63069188,86.15982451,Low_spent_Large_value_payments,312.6431919,Good
0x1205a,CUS_0xa7ab,Dyes,22,307-59-3845,Teacher,71010.44,3,7,15,0,,12,,6,1472.81,28.8348154,19 Years and 1 Months,Yes,0,541.8638502,Low_spent_Small_value_payments,314.8898165,Standard
0x12066,CUS_0x1370,Rothackerb,31,710-06-0138,Writer,10216.36,10,8,22,5,"Mortgage Loan, Personal Loan, Student Loan, Student Loan, and Personal Loan",21,23,6,3703.66,23.1401054,11 Years and 8 Months,Yes,28.88221293,30.02593797,High_spent_Small_value_payments,269.0281824,Poor
0x12072,CUS_0x8cbe,Giorgio Stevew,38,236-25-0124,Manager,76644.16,5,4,9,3,"Student Loan, Student Loan, and Payday Loan",29,10,1,1431.83,40.24964429,27 Years and 9 Months,No,107.6838371,143.0281883,High_spent_Large_value_payments,604.8893079,Standard
0x1207e,CUS_0x5180,Ewingw,1787,268-03-1866,Scientist,45245.52,5,3,16,3,"Payday Loan, Personal Loan, and Personal Loan",30,19,7,2057.39,32.50948163,6 Years and 2 Months,Yes,86.08896255,115.769404,High_spent_Medium_value_payments,401.4876335,Standard
0x1208a,CUS_0xfb6,,21,668-25-6453,Accountant,42165.91,4,3,7,0,,2,12,4,981.66,24.59018242,30 Years and 1 Months,NM,0,87.43967987,High_spent_Large_value_payments,518.4429035,Good
0x12096,CUS_0x5525,Vincenzo Damianik,45,832-59-7756,Doctor,80815.4,8,3,9,0,,29,11,2,575.33,41.29135847,32 Years and 5 Months,Yes,0,159.2595952,High_spent_Large_value_payments,767.0020715,Standard
0x120a2,CUS_0x59d0,Kirstin Ridleyw,46,411-83-5846,Doctor,120171.48,5,5,2,2_,"Personal Loan, and Personal Loan",10,,3,883.91,36.27009343,30 Years and 5 Months,No,139.7103732,760.946419,Low_spent_Large_value_payments,362.6722078,Good
0x120ae,CUS_0xc76,,42,916-79-7706,Mechanic,10227.655,8,10,15,-100,"Payday Loan, Personal Loan, and Payday Loan",59,22,2027,1784.53,25.60773734,NA,Yes,18.09524427,61.14406759,Low_spent_Small_value_payments,287.8911465,Poor
0x120ba,CUS_0x39b2,Valetkevitchv,28_,215-58-5257,Writer,81892.68,6,6,20,4,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",23,,8,1933.98,30.12549623,10 Years and 2 Months,Yes,198.1620763,270.495245,!@9#%8,522.5816787,Poor
0x120c6,CUS_0x346d,Kevinu,32,049-22-6295,Manager,36136.49,6,3,18,2,"Home Equity Loan, and Auto Loan",25,14,6,453.4,39.744867,32 Years and 9 Months,NM,42.4739898,,High_spent_Large_value_payments,433.4978928,Standard
0x120d2,CUS_0x9aef,Vaughana,46,632-70-4061,Scientist,67361.38,2,958,1,0,,5,4,4,1013.66,40.1021088,16 Years and 8 Months,No,0,98.9284312,High_spent_Large_value_payments,690.8164021,Good
0x120de,CUS_0xb2b5,Jessicau,32,824-84-8056,Mechanic,43985.8_,5,4,5,0,,10,17,1,715.46,38.01694278,24 Years and 10 Months,Yes,0,318.655103,Low_spent_Medium_value_payments,351.1932303,Standard
0x120ea,CUS_0x1d8d,Leahp,21,306-63-6042,_______,17137.57,8,7,34,9,"Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, Student Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan",21,20,12,3680.6,33.78798057,8 Years and 9 Months,Yes,119.532032,192.0116158,!@9#%8,140.1694356,Poor
0x120f6,CUS_0xc5aa,Tetsushi Kajimotok,45,732-58-8780,Manager,74106.94,4,5,9,0,,10,0,4,11.49,39.90710377,NA,No,0,65.34761682,High_spent_Medium_value_payments,774.9102165,Good
0x12102,CUS_0x3948,Fooh,28,450-87-5620,Mechanic,80235.27,7,7,9,2,"Debt Consolidation Loan, and Credit-Builder Loan",17,17,4,291.72,31.66188855,NA,NM,91.17655185,128.4910075,High_spent_Large_value_payments,688.7596906,Standard
0x1210e,CUS_0x6dc9,Noahx,14,431-16-9515,Musician,17171.56,6,3,16,3,"Mortgage Loan, Home Equity Loan, and Student Loan",12,17,8,146.6,27.61073357,NA,Yes,27.05387316,80.09048326,!@9#%8,303.3519769,Standard
0x1211a,CUS_0x5cc8,Guernigoue,32,283-52-5386,Entrepreneur,118080.4_,5,153,11,1,Credit-Builder Loan,22,13,1,1201.75,28.33735325,22 Years and 5 Months,Yes,81.48586055,405.621562,High_spent_Medium_value_payments,752.7959108,Standard
0x12126,CUS_0x3b72,Alistairm,47,708-35-4000,Manager,134533.32,7,4,6,3,"Mortgage Loan, Debt Consolidation Loan, and Auto Loan",28,19,1,434.36,26.92143849,NA,NM,65363,390.5732778,High_spent_Medium_value_payments,718.8494428,Standard
0x12132,CUS_0x3f1d,Mattn,21,540-99-5377,Musician,88434.96,7,4,9,2,"Student Loan, and Mortgage Loan",15,14,5,189.1,39.64585169,22 Years and 8 Months,Yes,143.6363938,__10000__,High_spent_Medium_value_payments,697.4827619,Standard
0x1213e,CUS_0x1ebc,Katharinap,43,657-98-2592,_______,122307.96,1,5,6,0,,1,7,4,630.24,40.35899865,26 Years and 8 Months,No,0,490.7277736,Low_spent_Medium_value_payments,812.3052264,Good
0x1214a,CUS_0x504f,Guptap,30,235-75-1663,Media_Manager,15548.34,7,10,33,5,"Payday Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Personal Loan",34,23,11,1398.98,35.8006663,NA,Yes,58.1549859,80.58612736,Low_spent_Small_value_payments,280.4283867,Poor
0x12156,CUS_0x9f95,Estelles,25,166-65-6805,Mechanic,93106.05,0,4,3,0,,15,8,0,1454.68,35.05100683,17 Years and 7 Months,No,0,108.0297463,High_spent_Large_value_payments,894.9540037,Good
0x12162,CUS_0x2d7e,Davenportg,44,626-32-5386,Journalist,84673.2,3,5,2,3,"Home Equity Loan, Student Loan, and Not Specified",13,3,1,777.89_,34.04547373,28 Years and 7 Months,NM,130.5014997,669.1112578,Low_spent_Medium_value_payments,195.6972425,Good
0x1216e,CUS_0xa36e,Walterh,49,640-30-2701,Architect,36377.09,1,5,3,4,"Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Auto Loan",11,1,3,822.54,29.36840835,15 Years and 7 Months,No,117.2794841,72.09664656,High_spent_Large_value_payments,365.266286,Standard
0x1217a,CUS_0x94cf,Hoytj,36_,#F%$D@*&8,Entrepreneur,17394.32,8,4,14,1,Auto Loan,14,17,2,1498.41,33.78728705,29 Years and 10 Months,No,13.03293872,167.3379878,Low_spent_Small_value_payments,233.3817401,Standard
0x12186,CUS_0x879d,Carewu,25,788-22-2192,Manager,51557.73,10,7,22,3,"Debt Consolidation Loan, Payday Loan, and Mortgage Loan",30,15,8,1561.52,37.9377691,10 Years and 2 Months,Yes,107.6469142,,High_spent_Medium_value_payments,447.7002483,Poor
0x12192,CUS_0x6fa7,Groomp,2980,#F%$D@*&8,Developer,99403.32,0,3,11,3,"Payday Loan, Mortgage Loan, and Home Equity Loan",9,9,1,904.93,40.88427597,23 Years and 4 Months,No,130.6197106,325.1099176,!@9#%8,629.0313718,Good
0x1219e,CUS_0x6cda,Dasguptau,32,780-03-4283,Writer,16586.58,6,5,32,3,"Mortgage Loan, Not Specified, and Payday Loan",52,20,7,2424.8,26.7947526,13 Years and 5 Months,Yes,22.91432794,60.37222715,Low_spent_Small_value_payments,353.7349449,Poor
0x121aa,CUS_0x799b,Stephen Aldredz,33,280-45-0102,Engineer,22007.11,3,4,14,4,"Credit-Builder Loan, Personal Loan, Payday Loan, and Auto Loan",25,11,0,1330.7,36.11661156,28 Years and 5 Months,NM,45.12757853,180.070812,Low_spent_Small_value_payments,263.1941928,Standard
0x121b6,CUS_0xab9d,Stempell,34,976-87-8587,Musician,8391.185,6,7,17,4,"Debt Consolidation Loan, Payday Loan, Student Loan, and Home Equity Loan",10,,8,1588.39,36.7666941,11 Years and 9 Months,Yes,21.83222707,17.57447909,!@9#%8,269.4198355,Standard
0x121c2,CUS_0x2822,Herbst-Baylissy,52,579-02-1738,Entrepreneur,68763.14,5,2,1,2,"Home Equity Loan, and Home Equity Loan",3,3,2,1304.38,27.27859839,23 Years and 5 Months,NM,73539,488.3002702,Low_spent_Large_value_payments,260.7789349,Good
0x121ce,CUS_0x67b1,Kanekol,46,#F%$D@*&8,Doctor,34209.8,3,1,7,0,,12,5,2,1039.74,27.8399833,NA,No,0,204.6559333,Low_spent_Small_value_payments,360.1257333,Standard
0x121da,CUS_0xed4,Emmay,18,329-84-6942,Architect,84738.63,6,7,6,1,Personal Loan,11,12,6,381.11,29.87250582,18 Years and 4 Months,Yes,38.36419065,117.6756371,High_spent_Large_value_payments,813.2154223,Standard
0x121e6,CUS_0xc3c7,,23,#F%$D@*&8,Entrepreneur,41153.9,5,3,10,2,"Payday Loan, and Personal Loan",6,7,3,852.74,39.91617171,25 Years and 11 Months,No,42.98560342,43.52054049,!@9#%8,495.7430227,Good
0x121f2,CUS_0x8293,Fiona Ortizj,22,588-86-8947,Mechanic,89254.77,8,5,18,1,Auto Loan,30,14,3,997.64,24.80037097,25 Years and 2 Months,No,63.25482346,724.2775628,Low_spent_Medium_value_payments,215.2573637,Standard
0x121fe,CUS_0xb975,Andreas Cremerm,52,988-43-7974,Accountant,77034,3,6,19,2,"Student Loan, and Personal Loan",26,11,0,644.74,28.6172106,17 Years and 9 Months,NM,92.88055091,114.8597127,High_spent_Large_value_payments,662.4097364,Standard
0x1220a,CUS_0x4c96,Ann Saphirw,7894,961-65-0909,Teacher,99868.83_,2,3,2,3,"Auto Loan, Credit-Builder Loan, and Auto Loan",5,9,1,693.76,30.25359728,21 Years and 11 Months,No,146.7012526,838.6232195,Low_spent_Small_value_payments,137.9157779,Good
0x12216,CUS_0x4ef6,Danx,38,164-29-1651,Scientist,31372.54,8,6,28,7,"Auto Loan, Debt Consolidation Loan, Student Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",24,15,11,3231.08,23.59219362,1 Years and 10 Months,Yes,121.9598011,65.79375286,High_spent_Small_value_payments,346.3842794,Poor
0x12222,CUS_0x8fa7,Freilicht,29,427-09-7472,Mechanic,20024.17,4,5,10,4_,"Home Equity Loan, Student Loan, Student Loan, and Personal Loan",17,,8,698.93,35.17892337,7 Years and 9 Months,Yes,35.90346971,__10000__,Low_spent_Medium_value_payments,357.2111527,Standard
0x1222e,CUS_0x46b5,Szakacsj,17,491-92-4340,Entrepreneur,62717.24,6,1009,1646,9,"Auto Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Not Specified, Credit-Builder Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",54,25,7,2590.63,28.73575373,17 Years and 8 Months,Yes,370.0219456,110.5101512,High_spent_Large_value_payments,263.0115699,Poor
0x1223a,CUS_0x211a,Williamv,20,371-22-9085,_______,56192.32,10,6,21,8,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Payday Loan, Personal Loan, and Debt Consolidation Loan",45,21,7,3777.1,35.51831495,10 Years and 11 Months,Yes,282.1903992,105.5742146,High_spent_Small_value_payments,339.9047195,Standard
0x12246,CUS_0x27c2,Gilles Guillaumev,15,534-04-9143,Teacher,98534.22,6,6,8,0,,11,16,4,1110.26,31.9282835,26 Years and 5 Months,Yes,0,387.8512169,Low_spent_Small_value_payments,707.1672831,Standard
0x12252,CUS_0x6c65,Groverj,27,714-26-1730,Lawyer,62276.37,5,8,29,2,"Payday Loan, and Payday Loan",10,8,12,1402.89,28.83361918,17 Years and 2 Months,Yes,70.05445943,358.8291032,High_spent_Small_value_payments,356.0861874,Poor
0x1225e,CUS_0x1f66,Kentaroj,19,042-09-5105,Musician,67730,3,4,8,0_,,10,3,3,626.34,32.41546886,27 Years and 4 Months,No,0,196.7954866,High_spent_Medium_value_payments,622.9211801,Standard
0x1226a,CUS_0x552f,Herberth,16,828-39-5792,Architect,132842.56,6,5,17,1,Credit-Builder Loan,10,6,7,837.96,43.41464812,21 Years and 1 Months,NM,69.2522626,216.7235017,High_spent_Medium_value_payments,1093.445569,Standard
0x12276,CUS_0x6d54,Patrick Temple-Westv,25,433-84-2151,Teacher,114224.24,5,6,15,3,"Credit-Builder Loan, Payday Loan, and Auto Loan",18,,4,1216.94,27.92472763,23 Years and 2 Months,NM,275.7179758,1217.021358,Low_spent_Small_value_payments,,Standard
0x12282,CUS_0x930a,,41,212-95-0341,Scientist,178969.48,0,5,1,4,"Debt Consolidation Loan, Not Specified, Student Loan, and Mortgage Loan",7,9,4,667.15,26.17994258,21 Years and 1 Months,No,554.1672741,1513.573781,Low_spent_Medium_value_payments,,Good
0x1228e,CUS_0x5e28,Jant,18,545-26-7513,Entrepreneur,87746.92,5,4,6,4,"Payday Loan, Not Specified, Personal Loan, and Personal Loan",11,17,5,864.67_,38.79608723,16 Years and 4 Months,Yes,152.8638892,226.0884025,High_spent_Small_value_payments,622.1720417,Standard
0x1229a,CUS_0xab7d,Lionelp,48,844-45-6184,Architect,58366.22,5,5,1,1,Credit-Builder Loan,10,18,3,383.3,38.27072244,NA,No,36.11027678,133.0590134,High_spent_Medium_value_payments,585.0158765,Good
0x122a6,CUS_0x5e9d,ewich Noelp,41,313-23-9282,Developer,16757.525,7,6,10,1,Payday Loan,13,20,1,1483.41,28.1428595,16 Years and 5 Months,NM,13.70987958,111.5027833,!@9#%8,277.9333788,Standard
0x122b2,CUS_0x3d58,Sinead Carewa,40,093-70-9090,Teacher,95846.49,8,4,9,0,,8,19,4,1493.69,25.67929469,30 Years and 4 Months,Yes,0,559.8128636,Low_spent_Large_value_payments,536.6078864,Standard
0x122be,CUS_0xad6d,Johnl,29,026-97-5057,Journalist,42316.4,7,4,15,2,"Not Specified, and Auto Loan",21,10,1,1188.1,25.28875937,22 Years and 1 Months,Yes,53.58450436,100.6152613,High_spent_Medium_value_payments,458.536901,Standard
0x122ca,CUS_0xb39f,Aileen Wangp,42,262-96-1321,Developer,18648.38,4,9,22,4,"Student Loan, Auto Loan, Payday Loan, and Auto Loan",7,10,11,2056.32,30.62289435,17 Years and 4 Months,Yes,34.45954512,136.9230698,!@9#%8,299.0205518,Poor
0x122d6,CUS_0x962b,Frankelz,21,956-84-8881,Mechanic,143802.44,1719,6,6,6,"Personal Loan, Home Equity Loan, Student Loan, Student Loan, Personal Loan, and Student Loan",28,16,7,1108.01,26.91617886,14 Years and 8 Months,Yes,553.5518785,338.4910214,High_spent_Medium_value_payments,545.9107667,Standard
0x122e2,CUS_0x57da,Ellen Freilichz,39,098-89-7391,Accountant,31407.1,7,7,29,8,"Personal Loan, Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, and Debt Consolidation Loan",27,24,7,2949.79,28.97915552,6 Years and 2 Months,Yes,115.2068732,297.6940517,Low_spent_Small_value_payments,138.6249083,Poor
0x122ee,CUS_0x99e5,Mari Saitod,29,146-62-6806,Manager,9183.32,6,8,19,6,"Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",46,20,10,2032.49,27.0003185,5 Years and 7 Months,Yes,33.40075942,40.53031035,Low_spent_Small_value_payments,292.9965969,Poor
