Access Code,Name,Gender,Age,Height,Initial Weight,Lowest Weight,Target Weight,Product Name,Status,Price,Purchased At,Payment Type,Channel
M0D57XZP,한솔미,FEMALE,20.0,159.0,55.5,52.2,50.0340004,눔 체중감량 프로그램 (천원 체험),cancelled,118000,2017-06-04 11:37:55.640000,Recurring,facebook
NUR3UZ8Q,송윤후,MALE,33.0,173.0,81.0,,75.33,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-28 22:51:03.920000,Recurring,naver
0SV0N8JG,권솔비,FEMALE,22.0,152.0,56.0,,44.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-31 09:37:16.927999,Recurring,facebook
WSOWX4KS,장서아,FEMALE,30.0,166.0,71.0,68.8,52.0,눔 체중감량 프로그램,refunded,112500,2017-04-08 04:59:34.608000,Recurring,facebook
N7IIA3VI,전동완,MALE,31.0,179.0,94.8,92.0,70.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-05-14 02:30:27.064000,Recurring,others
8VYG68O5,황지율,FEMALE,30.0,163.0,57.0,,52.0,눔 체중감량 프로그램,cancelled,44780,2017-05-22 23:08:00.648000,Recurring,facebook
DCJOWXM9,윤소희,FEMALE,23.0,165.0,63.1,61.7,58.683,눔 체중감량 프로그램,cancelled,44780,2017-04-09 12:44:22.152000,Recurring,others
R7I6PKDM,신선아,FEMALE,32.0,166.0,56.7,56.7,52.73100281,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-20 13:57:05.720000,Recurring,facebook
MYE31XH0,김수이,FEMALE,30.0,163.0,57.0,,52.0,눔 체중감량 프로그램,completed,44780,2017-05-22 23:13:12.648000,Recurring,facebook
DNPSBJXA,안채영,FEMALE,27.0,160.0,60.5,60.3,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-12 15:12:06.352000,Recurring,facebook
8YNMIW0C,윤성희,FEMALE,30.0,166.0,55.0,55.0,51.15,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-15 21:24:06.144000,Recurring,naver
O17NDG5D,이수애,FEMALE,26.0,156.0,68.0,,63.23999977,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-06-11 09:15:33.640000,Recurring,facebook
1CKME6WF,양승하,FEMALE,48.0,158.0,62.7,61.6,58.31100000000001,눔 체중감량 프로그램,completed,112500,2017-03-17 21:36:33.576000,Recurring,facebook
8HTFC1MN,오서애,FEMALE,21.0,158.0,60.0,59.0,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-02 15:46:07.112000,Recurring,direct
DQICV62D,윤지예,FEMALE,26.0,159.0,55.0,56.42689,51.15,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-09 18:22:00.592000,Recurring,facebook
O6FVGDYP,손성연,FEMALE,24.0,154.0,62.6,,58.218,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-04 08:40:29.072000,Recurring,facebook
OFT84A6T,류채솔,FEMALE,22.0,165.0,56.7,56.7,52.00000095,눔 체중감량 프로그램,completed,112500,2017-05-23 18:24:52.576000,Recurring,others
G51TJYSR,임채연,FEMALE,29.0,160.0,56.7,55.0,47.0,눔 체중감량 프로그램,completed,112500,2017-04-08 12:40:19.424000,Recurring,others
2I6L090N,배소희,FEMALE,24.0,158.0,68.7,,63.891000000000005,눔 체중감량 프로그램,cancelled,112500,2017-04-24 16:41:09.904000,Recurring,others
GINIGMPU,백세희,FEMALE,29.0,165.0,57.5,55.8,53.47500229,눔 체중감량 프로그램,cancelled,44780,2017-05-03 23:14:47.832000,Recurring,others
GL1M3NH7,박수이,FEMALE,21.0,162.0,61.0,59.9,48.0,눔 체중감량 프로그램,completed,112500,2017-05-03 17:35:19.832000,Recurring,facebook
D23DOYIE,안승윤,FEMALE,23.0,165.0,60.5,60.5,56.265,눔 체중감량 프로그램,cancelled,112500,2017-04-10 16:36:45.016000,Recurring,facebook
EFPWSVJB,김슬영,FEMALE,32.0,164.0,56.0,,51.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-08-23 08:15:00.768000,Recurring,naver
UJ94Z840,윤지수,FEMALE,24.0,165.0,88.9,,82.67700195,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-30 13:17:36.128000,Recurring,facebook
GIKF2KOE,송지현,FEMALE,27.0,158.0,55.0,,51.15,눔 체중감량 프로그램,cancelled,112500,2017-05-17 20:11:09.392000,Recurring,facebook
BYL9UI0J,송설안,FEMALE,35.0,161.0,67.5,67.5,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-04 00:20:04.704000,Recurring,naver
N9BQTD8G,조서은,FEMALE,21.0,164.0,55.5,,49.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 15:42:27.992000,Recurring,facebook
AA5GWSB5,장동현,MALE,37.0,174.0,81.5,74.3,70.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-10 11:25:18.856000,Recurring,direct
NSV96B9V,송세안,FEMALE,24.0,167.0,55.0,55.1,51.15000153,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-12 18:11:04.240000,Recurring,naver
QY4KGYK1,윤채이,FEMALE,23.0,171.0,96.0,,89.28,눔 체중감량 프로그램,cancelled,44780,2017-04-25 16:43:00.840000,Recurring,facebook
F3X81EYM,손세희,FEMALE,42.0,160.0,63.0,71.5,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-15 21:19:42.712000,Recurring,facebook
0WMB2800,조지효,FEMALE,48.0,157.0,53.5,53.5,49.755,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-31 19:56:22.600000,Recurring,facebook
3A2THI33,문설희,FEMALE,25.0,160.0,70.0,70.0,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-26 02:46:19.240000,Recurring,facebook
CIO4CRW2,임민기,MALE,31.0,168.0,86.1,83.2,65.0,눔 체중감량 프로그램,cancelled,112500,2017-05-15 07:12:13.704000,Recurring,others
UXJDW9YR,전슬민,FEMALE,29.0,160.0,54.0,54.0,47.0,눔 체중감량 프로그램 (천원 체험),completed,68900,2017-06-09 11:53:46.344001,Recurring,others
F9C3ALR8,안서주,FEMALE,21.0,160.0,58.0,58.0,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-04 19:13:43.216000,Recurring,others
2BVRPS5N,조지혜,FEMALE,24.0,157.0,51.5,,46.5,눔 체중감량 프로그램,refunded,112500,2017-04-17 23:19:26.936000,Recurring,facebook
D1ZZECBP,오소정,FEMALE,26.0,173.0,58.5,,55.09999847,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-29 23:43:23.320000,Recurring,facebook
BP5O14PT,고한규,MALE,26.0,178.0,108.0,,100.44000009999999,눔 체중감량 프로그램,cancelled,44780,2017-05-16 03:58:07.192000,Recurring,others
BRUV3JL0,류지율,FEMALE,37.0,164.0,63.7,57.0,55.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-06-28 08:17:46.960000,Recurring,naver
ON404S2U,한초민,FEMALE,30.0,170.0,74.5,73.3,60.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-15 22:49:05.160000,Recurring,others
ZWVLEDBB,조서진,FEMALE,20.0,169.0,58.7,,49.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-05 05:10:00.872000,Recurring,direct
LNA68U29,정동훈,MALE,24.0,165.1,45.3592,,45.35923767,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-07 23:48:56.320000,Recurring,facebook
9KC0L724,백수빈,FEMALE,23.0,168.0,56.0,56.0,53.196000000000005,눔 체중감량 프로그램,completed,44780,2017-05-24 19:34:00.120000,Recurring,facebook
Q4X174JI,박지선,FEMALE,21.0,173.0,68.0,67.3,63.24000168,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-28 19:35:09.128000,Recurring,facebook
F3UJJNQZ,김소민,FEMALE,21.0,152.0,63.7,68.1,43.70000076,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-19 10:48:03.688000,Recurring,facebook
T5U9VBDI,정소은,FEMALE,25.0,154.0,56.6,55.1,52.63800049,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-05 23:45:19.144001,Recurring,facebook
QPWFPF2U,양수민,FEMALE,25.0,153.0,67.0,64.1,62.31000137,눔 체중감량 프로그램,completed,112500,2017-05-10 18:54:07.048000,Recurring,naver
YGV2DLK9,송슬빈,FEMALE,34.0,160.0,58.5,58.1,52.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-19 09:32:03.152000,Recurring,facebook
1IUK212D,정수진,FEMALE,26.0,158.0,53.5,53.3,49.755,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-08 23:59:46.032000,Recurring,facebook
FBE62DYA,고솔빈,FEMALE,30.0,162.0,61.6,59.4,57.287998200000004,눔 체중감량 프로그램,cancelled,44780,2017-04-29 08:20:10.408000,Recurring,facebook
NRVSNVVT,권지선,FEMALE,28.0,168.0,79.2,76.6,68.0,눔 체중감량 프로그램,cancelled,112500,2017-04-17 17:58:32.624001,Recurring,facebook
XYX88WD2,송서율,FEMALE,26.0,161.0,55.0,,51.15000153,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-30 04:47:04.088000,Recurring,facebook
AA60KHK5,홍슬희,FEMALE,24.0,160.0,50.0,,43.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 22:02:29.600000,Recurring,facebook
Q5CM3G3K,서서혜,FEMALE,34.0,151.0,58.0,60.0,48.0,눔 체중감량 프로그램,completed,44780,2017-03-08 23:15:25.608000,Recurring,facebook
SRU1WN2H,윤솔영,FEMALE,32.0,174.0,79.5,,73.93499756,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-03 21:26:48.416000,Recurring,facebook
W95CYE3K,백소현,FEMALE,31.0,158.0,64.0,60.0,50.0,눔 체중감량 프로그램,refunded,44780,2017-05-09 23:57:37.416000,Recurring,naver
TOBS4BSZ,양슬지,FEMALE,28.0,162.0,60.0,59.5,50.0,눔 체중감량 프로그램,completed,112500,2017-03-20 00:47:07.576000,Recurring,others
9EIOXTDQ,송서진,FEMALE,26.0,160.0,80.0,,50.0,눔 체중감량 프로그램,completed,112500,2017-04-30 23:57:12.936000,Recurring,facebook
1E8OHK91,정승윤,FEMALE,20.0,164.0,65.0,63.5,55.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-03 23:58:20.320000,Recurring,facebook
K5ZCOWLM,손채솔,FEMALE,45.0,167.0,90.0,,83.69999695,눔 체중감량 프로그램,cancelled,112500,2017-05-15 17:45:06.136000,Recurring,facebook
HTNRB0KE,허성아,FEMALE,20.0,161.0,63.0,,58.59000015,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-27 23:43:09.168000,Recurring,facebook
DA8E55OS,조슬민,FEMALE,21.0,156.0,77.0,76.8,71.51200104,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-10 00:34:27.840000,Recurring,facebook
Z3EX5S2V,유선희,FEMALE,21.0,164.0,54.0,50.8,47.244,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-18 22:14:38.936000,Recurring,naver
85CEV47W,송설희,FEMALE,21.0,159.0,60.0,54.0,46.5,눔 체중감량 프로그램,cancelled,112500,2017-05-09 11:08:20.608000,Recurring,facebook
B9Q65BM9,전서주,FEMALE,17.0,172.0,65.0,60.0,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-06 04:05:54.664000,Recurring,facebook
8R8QGB39,윤승하,FEMALE,22.0,164.0,60.0,,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-02 22:27:04.168000,Recurring,naver
LSX0O3GK,윤채영,FEMALE,21.0,160.0,53.2,52.6,49.47600174,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-18 11:55:27.344000,Recurring,facebook
AJ37UADI,송선아,FEMALE,20.0,162.0,57.0,,53.01,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-31 04:40:32.920000,Recurring,facebook
Y4S0IBWL,신세은,FEMALE,27.0,164.0,67.0,64.0,55.0,눔 체중감량 프로그램 (천원 체험),completed,68900,2017-08-19 14:42:01.200000,Recurring,naver
GUZEKEKT,서슬미,FEMALE,22.0,162.0,71.4,68.5,55.0,눔 체중감량 프로그램,cancelled,112500,2017-03-29 19:28:53.104000,Recurring,facebook
A50KAJ1I,조우진,MALE,31.0,173.0,118.5,117.8,85.0,눔 체중감량 프로그램,completed,112500,2017-03-21 23:47:23.048000,Recurring,facebook
2OSOU8LZ,장장원,MALE,33.0,174.0,103.0,,95.79,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-03 20:56:20.088000,Recurring,facebook
AQ4G55JM,신승혜,FEMALE,21.0,167.0,58.0,,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-03 00:55:03.952000,Recurring,facebook
11I7YN75,신수연,FEMALE,23.0,166.0,73.0,64.5,67.88999987,체중관리 환급 패키지 (천원 체험),completed,137800,2017-06-02 11:38:39.216000,Recurring,facebook
Q1GZ83LA,서지현,FEMALE,33.0,155.0,55.0,,45.0,눔 체중감량 프로그램,cancelled,112500,2017-05-21 00:01:35.688000,Recurring,facebook
V6YQ7DV0,신세연,FEMALE,23.0,168.0,85.2,79.0,79.23600006,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-08-22 17:51:37.016000,Recurring,facebook
G2H79W0W,장솔윤,FEMALE,40.0,162.0,72.0,68.7,62.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 20:27:33.800000,Recurring,facebook
P0PLJIBG,최민서,MALE,25.0,175.0,81.0,,71.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-03 00:51:40.968000,Recurring,naver
KTB4R70Q,전승은,FEMALE,28.0,162.0,61.0,60.9,56.637,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-28 13:53:56.712000,Recurring,facebook
RQ40SSA1,서지애,FEMALE,22.0,158.0,79.2,77.7,70.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-15 17:31:18.232000,Recurring,direct
99RZ77TG,백초영,FEMALE,30.0,156.0,70.0,67.2,49.0,눔 체중감량 프로그램,cancelled,112500,2017-04-18 19:17:07.112000,Recurring,facebook
04W40WKM,백슬은,FEMALE,26.0,171.0,62.2,60.2,57.846000000000004,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-22 07:44:22.064001,Recurring,naver
PA2CYZZA,한설희,FEMALE,28.0,162.0,58.0,,53.94,눔 체중감량 프로그램,cancelled,112500,2017-03-18 00:45:19.208000,Recurring,facebook
K2376FJ8,양진혁,MALE,30.0,181.0,88.0,,78.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-31 09:49:39.688000,Recurring,others
8N04M1TX,류성우,MALE,31.0,178.0,87.9,87.6,74.0,눔 체중감량 프로그램,completed,112500,2017-05-08 22:59:38.400000,Recurring,facebook
T2IKQPZ4,신슬희,FEMALE,20.0,150.0,51.2,51.0,44.5,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-20 06:39:53.104000,Recurring,others
JVFY3DFB,정채영,FEMALE,24.0,157.0,51.5,50.7,44.0,눔 체중감량 프로그램,cancelled,112500,2017-03-21 18:08:27.088000,Recurring,facebook
448TKKDA,허소빈,FEMALE,37.0,163.0,54.9,,51.056999999999995,눔 체중감량 프로그램 (천원 체험),completed,132000,2017-08-23 20:36:13.976000,Recurring,direct
Y290WIUL,양세희,FEMALE,52.0,154.0,56.2001,,52.266090000000005,눔 체중감량 프로그램,cancelled,44780,2017-04-14 08:02:11.888000,Recurring,facebook
HGZ2MSMB,윤지율,FEMALE,33.0,163.0,60.0,59.4,52.0,눔 체중감량 프로그램,completed,112500,2017-04-17 17:06:25.744000,Recurring,direct
T12VTGY5,이채슬,FEMALE,30.0,159.0,58.0,55.6,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-11 11:09:45.856000,Recurring,email
LGICQVJV,유설안,FEMALE,20.0,151.0,47.0,46.5,43.71,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-05-29 09:44:48.872000,Recurring,facebook
33V6EMF5,류수혁,MALE,30.0,176.0,108.5,,100.9049988,눔 체중감량 프로그램,completed,112500,2017-05-01 19:06:48.264000,Recurring,naver
MLA3FMXD,양채은,FEMALE,29.0,160.0,58.7,,43.7,눔 체중감량 프로그램,refunded,112500,2017-03-28 00:05:04.136000,Recurring,facebook
TFJ0ILG0,문지은,FEMALE,26.0,168.0,64.0,,54.02097,눔 체중감량 프로그램,completed,112500,2017-05-25 16:10:14.680000,Recurring,facebook
TC9919R1,허채현,FEMALE,26.0,171.0,73.1,59.1,61.79999924,눔 체중감량 프로그램,completed,112500,2017-03-19 00:49:54.632000,Recurring,facebook
7CSPA35T,황솔은,FEMALE,20.0,169.0,60.8,59.7,48.7,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-07 13:30:37.016000,Recurring,facebook
OXMERZ8C,조초은,FEMALE,20.0,164.0,62.9,,52.0,눔 체중감량 프로그램,completed,112500,2017-04-12 23:56:00.168000,Recurring,facebook
4CIACQG5,문채솔,FEMALE,24.0,168.0,62.5,,52.5,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-28 17:43:30.576000,Recurring,facebook
F64GAU2J,손선희,FEMALE,28.0,159.0,64.2,63.3,54.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-15 19:42:29.736000,Recurring,facebook
GUYCV4CM,최설민,FEMALE,25.0,157.0,58.0,54.6,50.0,눔 체중감량 프로그램,completed,44780,2017-05-12 10:33:02.384000,Recurring,direct
FE2WV3VO,김채연,FEMALE,31.0,163.0,58.0,55.6,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-29 10:07:49.160000,Recurring,naver
4JMNY5ZS,고선아,FEMALE,29.0,169.0,79.0,78.0,53.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-25 23:37:34.808000,Recurring,facebook
STQBZKMY,박초윤,FEMALE,27.0,164.0,78.1,,58.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-09 21:00:32.240000,Recurring,facebook
91MXG7V2,허소은,FEMALE,27.0,163.0,61.1,,56.82299805,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-05 09:10:13.736000,Recurring,facebook
8PLZN6KZ,조세진,FEMALE,21.0,168.0,73.0,,58.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-12 10:08:48.024000,Recurring,facebook
9JSSYP9J,홍초민,FEMALE,23.0,159.0,56.0,54.6,49.90000153,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-10 08:16:59.112000,Recurring,others
TZWU7EEY,안슬영,FEMALE,41.0,167.0,70.1,62.5,58.0,눔 체중감량 프로그램,completed,112500,2017-04-20 05:16:52.224000,Recurring,facebook
U1T6AANA,임서윤,FEMALE,23.0,159.0,54.0,,50.22000122,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-03 16:26:32.608000,Recurring,facebook
HILADCOO,조대환,MALE,28.0,178.0,100.0,99.0,80.0,눔 체중감량 프로그램,refunded,112500,2017-04-15 23:15:49.792000,Recurring,facebook
V13CKSAF,최슬아,FEMALE,22.0,157.0,60.1,57.6,50.0,눔 체중감량 프로그램,completed,112500,2017-04-18 19:10:34.416000,Recurring,facebook
SRRKPQGK,허세진,FEMALE,27.0,164.0,66.0,,61.38000107,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-03 10:20:41.720000,Recurring,facebook
A7ZR1VVX,홍수진,FEMALE,17.0,158.0,54.0,54.8,47.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-29 02:38:01.128000,Recurring,naver
1K7AD01H,백슬은,FEMALE,36.0,163.0,66.2,66.6,61.56599808,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-20 23:36:01.728000,Recurring,facebook
Q26UXMTL,장설연,FEMALE,45.0,165.0,57.5,,53.47500229,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-29 13:34:01.728000,Recurring,others
RQ5EPQ44,최채이,FEMALE,28.0,166.0,70.0,67.3,55.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-26 09:21:00.104000,Recurring,naver
1BSNB06M,안유신,MALE,27.0,177.0,78.5,,73.005,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-26 12:52:05.176000,Recurring,naver
5X9U7N4M,배채윤,FEMALE,21.0,159.0,58.7,55.2,48.0,눔 체중감량 프로그램,cancelled,112500,2017-04-25 19:24:22.064000,Recurring,facebook
SCV5G7D6,신소영,FEMALE,22.0,162.0,53.8,,50.034,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-07 20:05:22.984000,Recurring,facebook
YWDHN7RR,유선아,FEMALE,21.0,168.0,58.0,,53.0,눔 체중감량 프로그램,completed,112500,2017-05-07 09:12:49.008000,Recurring,facebook
96OFAHLI,장슬희,FEMALE,21.0,158.0,74.0,71.8,55.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-06-19 01:46:16.888000,Recurring,google
06HXJS3C,이소희,FEMALE,45.0,160.0,74.0,,58.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-29 06:12:43.776000,Recurring,facebook
RTBZ8WY1,권슬지,FEMALE,28.0,167.0,70.0,70.0,63.891000000000005,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-01 23:09:23.984000,Recurring,facebook
54A5SD5K,최수이,FEMALE,24.0,155.0,63.5,58.1,43.5,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-27 20:29:25.728000,Recurring,email
BQ9TJ3RY,홍승빈,FEMALE,28.0,164.0,76.0,72.9,52.0,눔 체중감량 프로그램,completed,112500,2017-04-13 22:30:46.616000,Recurring,facebook
Z699UV4V,송원혁,MALE,36.0,175.0,89.0,87.0,75.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-11 17:41:45.024000,Recurring,facebook
ZYYEAJYL,전슬민,FEMALE,26.0,165.0,68.2,,55.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-27 06:48:21.104000,Recurring,facebook
1CFQPDC1,신성빈,,,,,,,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-28 15:26:37.032000,Recurring,facebook
V3BM1289,장채안,FEMALE,37.0,164.0,63.7,57.0,55.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-06-28 08:22:52.960000,Recurring,naver
OVQW2Z39,백슬지,FEMALE,26.0,162.0,57.5,,53.47500229,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-30 09:46:04.712000,Recurring,facebook
WT8BG3MO,유원일,MALE,52.0,168.0,80.5,79.2,72.5,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-17 06:10:33.240000,Recurring,others
YYDFV9CO,서서희,,,,,,,눔 체중감량 프로그램,completed,112500,2017-05-21 18:16:57.064000,Recurring,facebook
3XDBJGXG,백예찬,MALE,25.0,167.0,92.0,92.0,85.55999756,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-22 03:50:39.944000,Recurring,facebook
PG1U0HLO,박솔미,FEMALE,25.0,166.0,97.1,,65.0,눔 체중감량 프로그램,completed,112500,2017-04-28 15:33:25.728000,Recurring,naver
HBTJ7KZ2,전슬비,FEMALE,48.0,165.0,56.8,58.5,48.99999905,눔 체중감량 프로그램,completed,112500,2017-05-14 01:25:14.056000,Recurring,facebook
V1HEYMW6,임소희,FEMALE,21.0,159.0,57.0,,42.0,눔 체중감량 프로그램,completed,112500,2017-05-02 16:40:10.160000,Recurring,facebook
7N3ESFM5,조서우,FEMALE,22.0,163.0,52.8,51.1,49.104,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-08 01:31:36.280000,Recurring,facebook
2UGQJRZL,최수민,FEMALE,19.0,160.0,66.9,64.7,51.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-04 10:17:08.144000,Recurring,facebook
FRKM9IBG,최수진,FEMALE,22.0,153.0,59.0,,49.0,눔 체중감량 프로그램 (천원 체험),completed,132000,2017-08-29 20:23:14.200000,Recurring,facebook
U4077MBZ,장지아,FEMALE,31.0,169.0,56.0,55.5,52.08,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-29 23:20:02.776000,Recurring,facebook
MDZRRLJO,송소율,FEMALE,21.0,154.0,58.0,,48.0,눔 체중감량 프로그램,completed,112500,2017-05-07 12:54:51.640000,Recurring,naver
0T4RY808,최수현,FEMALE,43.0,162.0,81.5,81.5,75.0,눔 체중감량 프로그램,completed,112500,2017-03-30 17:59:39.808000,Recurring,email
KBU6UD55,송채안,FEMALE,22.0,168.0,66.3,66.0,55.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-01 12:48:48.304000,Recurring,others
99KOLRU8,고서연,FEMALE,26.0,162.0,106.0,95.2,98.58,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-01 18:02:25.720000,Recurring,facebook
G1OKSH0B,문서혜,FEMALE,18.0,164.0,60.0,56.8,54.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-19 23:02:33.600000,Recurring,facebook
O4WOPUJA,박선희,FEMALE,22.0,163.0,54.5,53.9,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-07 18:26:16.000000,Recurring,facebook
7KUOU6SU,정세윤,FEMALE,22.0,158.0,50.1,,46.5929985,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-16 07:30:57.376000,Recurring,naver
FUAFNDW6,강채현,FEMALE,32.0,155.0,45.0,44.0,40.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-07 11:01:04.608000,Recurring,email
HVNLT3YT,신보성,MALE,30.0,177.0,88.0,87.5,81.84,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-09 11:44:01.248000,Recurring,facebook
NEZPFRUV,신세진,FEMALE,21.0,171.0,57.4,54.9,53.196000000000005,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-12 22:55:01.360000,Recurring,facebook
QZD925UP,권슬윤,FEMALE,23.0,161.0,85.5,58.1,57.0,눔 체중감량 프로그램,completed,112500,2017-03-23 08:39:35.144001,Recurring,facebook
Y1X2KMDF,이세민,FEMALE,27.0,158.0,56.0,,52.08,눔 체중감량 프로그램,completed,112500,2017-03-29 12:54:51.744000,Recurring,facebook
5MN0QNO2,배초빈,FEMALE,24.0,172.0,75.0,,69.75,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-23 16:21:15.736000,Recurring,facebook
H02ZUDCV,유승윤,FEMALE,43.0,158.0,60.0,60.0,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-10 22:49:21.424000,Recurring,naver
WXW3DT1L,이선우,MALE,22.0,175.0,80.0,,74.40000153,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-28 05:46:02.104000,Recurring,facebook
T2651HJB,강슬미,FEMALE,39.0,163.0,78.5,,73.00499725,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-14 20:41:09.376000,Recurring,naver
NV51VPNB,류채현,,,,,,,눔 체중감량 프로그램,cancelled,112500,2017-05-23 17:21:35.296000,Recurring,others
8Y0PQMCT,서승하,FEMALE,26.0,165.0,105.0,87.8,97.65,눔 체중감량 프로그램,cancelled,112500,2017-05-06 22:08:06.872000,Recurring,facebook
31G69HBP,최설희,FEMALE,24.0,158.0,54.0,52.8,46.0,눔 체중감량 프로그램,cancelled,112500,2017-04-17 08:28:05.304000,Recurring,facebook
